Summary of Events sponsored by Kyowa Kirin Australia Pty Ltd,,,,,,,
,,,,,,,
Reporting period: 1 May 2020 – 31 October 2020  ,,,,,,,
Company Name:   Kyora Kirin Australia Pty Ltd,,,,,,,
Total number of events held: 1,,,,,,,
,,,,,,,
Description of Third Party Meeting or Symposium including duration of educational content delivered ,Venue,Professional status of attendees,Purpose of financial support provided  ,"Total cost of any hospitality, travel, accommodation sponsored",Number of attendees,Total cost of sponsorship contribution ,
October - 1 Event,,,,,,,
"Kyowa Kirin sponsored the 30th Australian and New Zealand Bone and Mineral Society Annual Scientific Meeting (ANZBMS).  12 - 14  October, 2020. This event was organised by ASN Events and Kyowa Kirin was not responsible for inviting the attendees or organising the educational content, the hospitality, accommodation or travel.  3 days - 19 hours 25 mins educational content",(VIRTUAL MEETING),"Clinicians, scientists in musculoskeletal field, Endocrinologists, Orthopaedic researchers, registrars",Sponsorship only,N/A,300,"$15,000.00",
