Summary of Events sponsored by Kyowa Kirin Australia Pty Ltd,,,,,,
,,,,,,
Reporting period: 1 May 2022 - 31 October 2022,,,,,,
Company Name:   Kyowa Kirin Australia Pty Ltd,,,,,,
Total number of events held: 1,,,,,,
,,,,,,
,,,,,,
Description of Third Party Meeting or Symposium including duration of educational content delivered ,Venue,Professional status of attendees,Purpose of financial support provided  ,"Total cost of any hospitality, travel, accommodation sponsored",Number of attendees,Total cost of sponsorship contribution 
August 2022,,,,,,
"Kyowa Kirin sponsored the ANZBMS-MEPSA-ANZORS.  1-4 August 2022. 
his event was organised by ASN Events and Kyowa Kirin was not responsible for inviting the attendees or organising the educational content, the hospitality, accommodation or travel. 600 attendees of 4 days with 24 hours of education content.","Gold Coast Convention and Exhibition Centre, Gold Coast Hwy, Broadbeach QLD 4218","Clinicians, scientists in musculoskeletal field, Endocrinologists, Orthopaedic researchers, registrars",Sponsorship only,N/A,600,"$60,000.00"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
