Summary of Events sponsored by Kyowa Kirin Australia Pty Ltd,,,,,,,,
,,,,,,,,
Reporting period: 1 Nov 2020 - 30 April 2021,,,,,,,,
Company Name:   Kyora Kirin Australia Pty Ltd,,,,,,,,
Total number of events held: 1,,,,,,,,
,,,,,,,,
Description of Third Party Meeting or Symposium including duration of educational content delivered ,Venue,Professional status of attendees,Purpose of financial support provided  ,"Total cost of any hospitality, travel, accommodation sponsored",Number of attendees,Total cost of sponsorship contribution ,,
March 2021 - 1 Event,,,,,,,,
"Kyowa Kirin sponsored The Management of Sezary Syndrome Educational Webinar held on 11 March, 2021. This event was organised by the Australiasian Lymphoma Alliance - Snowdome Foundation and Kyowa Kirin was not responsible for inviting the attendees or organising the 1 hour of educational content.",(VIRTUAL MEETING),"Clinicians, scientists involved in the management of cutaneous t-cell lymphoma",Sponsorship only,N/A,40,"$4,000.00",,
